Protein IDs;Majority protein IDs;Peptide counts (all);Peptide counts (razor+unique);Peptide counts (unique);Protein names;Gene names;Fasta headers;Number of proteins;Peptides;Razor + unique peptides;Unique peptides;Peptides AA3672;Peptides AA3710;Peptides AA3715;Peptides AA3864;Peptides AAA00J;Peptides AAA00N;Peptides AAA010;Peptides AAA01R;Peptides AAA022;Peptides AGA002;Peptides AGA02N;Razor + unique peptides AA3672;Razor + unique peptides AA3710;Razor + unique peptides AA3715;Razor + unique peptides AA3864;Razor + unique peptides AAA00J;Razor + unique peptides AAA00N;Razor + unique peptides AAA010;Razor + unique peptides AAA01R;Razor + unique peptides AAA022;Razor + unique peptides AGA002;Razor + unique peptides AGA02N;Unique peptides AA3672;Unique peptides AA3710;Unique peptides AA3715;Unique peptides AA3864;Unique peptides AAA00J;Unique peptides AAA00N;Unique peptides AAA010;Unique peptides AAA01R;Unique peptides AAA022;Unique peptides AGA002;Unique peptides AGA02N;Sequence coverage [%];Unique + razor sequence coverage [%];Unique sequence coverage [%];Mol. weight [kDa];Sequence length;Sequence lengths;Fraction average;Fraction 1;Q-value;Score;Sequence coverage AA3672 [%];Sequence coverage AA3710 [%];Sequence coverage AA3715 [%];Sequence coverage AA3864 [%];Sequence coverage AAA00J [%];Sequence coverage AAA00N [%];Sequence coverage AAA010 [%];Sequence coverage AAA01R [%];Sequence coverage AAA022 [%];Sequence coverage AGA002 [%];Sequence coverage AGA02N [%];Intensity;Intensity AA3672;Intensity AA3710;Intensity AA3715;Intensity AA3864;Intensity AAA00J;Intensity AAA00N;Intensity AAA010;Intensity AAA01R;Intensity AAA022;Intensity AGA002;Intensity AGA02N
"P57721;P57723";P57721;"6;1";"1;0";"1;0";Poly(rC)-binding protein 3;PCBP3;>sp|P57721|PCBP3_HUMAN Poly(rC)-binding protein 3 OS=Homo sapiens GN=PCBP3 PE=2 SV=2;2;6;1;1;5;5;2;6;3;4;4;5;4;5;4;1;1;0;1;0;1;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;0;19.7;3.2;3.2;39465;371;"371;403";1;12;0;12079;17.5;17.5;6.7;19.7;12.1;15.4;14.3;17.5;15.4;17.5;14.3;29707000;2032000;3369600;0;18749000;0;443090;0;3347600;702720;1063100;0
P57735;P57735;6;5;5;Ras-related protein Rab-25;RAB25;>sp|P57735|RAB25_HUMAN Ras-related protein Rab-25 OS=Homo sapiens GN=RAB25 PE=1 SV=2;1;6;5;5;3;2;0;3;2;0;4;1;2;1;1;3;1;0;2;1;0;3;0;2;0;0;3;1;0;2;1;0;3;0;2;0;0;32.4;28.6;28.6;23495;213;213;1;12;0;8.3075;15;8.9;0;18.3;8.9;0;18.3;3.8;9.4;3.8;3.8;6779700;1763200;449240;0;2055100;262500;0;1949900;0;299800;0;0
P57737;P57737;19;19;19;Coronin-7;CORO7;>sp|P57737|CORO7_HUMAN Coronin-7 OS=Homo sapiens GN=CORO7 PE=1 SV=2;1;19;19;19;8;9;4;5;10;10;8;14;9;4;10;8;9;4;5;10;10;8;14;9;4;10;8;9;4;5;10;10;8;14;9;4;10;29.9;29.9;29.9;100.6;925;925;1;107;0;71029;12.9;18.5;7.2;9.6;14.4;17.1;14.9;24.5;16.6;5.8;14.9;149420000;12727000;17362000;1042500;27762000;2729200;13426000;9996200;27489000;5341800;11263000;20283000
P57740;P57740;16;16;16;Nuclear pore complex protein Nup107;NUP107;>sp|P57740|NU107_HUMAN Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=1 SV=1;1;16;16;16;7;6;0;5;6;0;1;9;7;1;7;7;6;0;5;6;0;1;9;7;1;7;7;6;0;5;6;0;1;9;7;1;7;22.5;22.5;22.5;106.37;925;925;1;53;0;36567;10.4;8.4;0;5.7;6.3;0;1.5;12;8.8;0.8;10.3;27938000;4582900;2365500;0;4631600;910360;0;60367;8259100;1778500;99296;5250400
P57764;P57764;7;7;7;Gasdermin-D;GSDMD;>sp|P57764|GSDMD_HUMAN Gasdermin-D OS=Homo sapiens GN=GSDMD PE=1 SV=1;1;7;7;7;3;2;3;2;2;2;1;3;5;2;2;3;2;3;2;2;2;1;3;5;2;2;3;2;3;2;2;2;1;3;5;2;2;21.7;21.7;21.7;52.8;484;484;1;32;0;29101;9.7;6.8;11.2;6.8;5.6;7;4.1;10.3;16.7;6.8;6.8;30534000;4511800;2242500;1078500;4668100;619300;892520;649850;9127900;2184200;3070200;1488800
P58107;P58107;114;107;107;Epiplakin;EPPK1;>sp|P58107|EPIPL_HUMAN Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2;1;114;107;107;69;65;3;66;24;52;35;65;41;10;52;64;59;0;62;21;47;30;59;36;8;48;64;59;0;62;21;47;30;59;36;8;48;66;58.6;58.6;555.61;5090;5090;1;612;0;323.31;51.9;47.6;4.2;53.1;19;40.2;35.4;49;35.6;10.2;35.4;1496100000;251790000;201290000;0;487700000;7862400;55915000;57725000;220610000;37266000;15227000;160730000
P58335;P58335;1;1;1;Anthrax toxin receptor 2;ANTXR2;>sp|P58335|ANTR2_HUMAN Anthrax toxin receptor 2 OS=Homo sapiens GN=ANTXR2 PE=1 SV=5;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.8;1.8;1.8;53666;489;489;1;1;0.0038788;2.2948;0;1.8;0;0;0;0;0;0;0;0;0;295900;0;295900;0;0;0;0;0;0;0;0;0
P58546;P58546;6;6;6;Myotrophin;MTPN;>sp|P58546|MTPN_HUMAN Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2;1;6;6;6;2;4;3;4;3;3;4;5;4;2;2;2;4;3;4;3;3;4;5;4;2;2;2;4;3;4;3;3;4;5;4;2;2;78;78;78;12895;118;118;1;76;0;122.35;22.9;57.6;46.6;64.4;33.9;25.4;64.4;75.4;51.7;22.9;25.4;154160000;6733800;25996000;2466700;14079000;6680700;10651000;23037000;26232000;17210000;11406000;9667800
P58876;P58876;16;1;1;Histone H2B type 1-D;HIST1H2BD;>sp|P58876|H2B1D_HUMAN Histone H2B type 1-D OS=Homo sapiens GN=HIST1H2BD PE=1 SV=2;1;16;1;1;9;8;8;11;8;13;8;11;7;10;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;81.7;8.7;8.7;13936;126;126;1;2;1;-2;54.8;53.2;43.7;61.1;43.7;67.5;49.2;72.2;49.2;58.7;43.7;273420;0;0;0;0;0;0;0;273420;0;0;0
P59665;P59665;6;6;1;"Neutrophil defensin 1;HP 1-56;Neutrophil defensin 2";DEFA1;>sp|P59665|DEF1_HUMAN Neutrophil defensin 1 OS=Homo sapiens GN=DEFA1 PE=1 SV=1;1;6;6;1;4;5;4;4;4;6;2;5;3;4;4;4;5;4;4;4;6;2;5;3;4;4;0;1;0;0;0;1;0;1;0;0;0;34;34;7.4;10201;94;94;1;549;0;20852;20.2;27.7;20.2;20.2;20.2;34;19.1;27.7;20.2;20.2;20.2;7625500000;878690000;1749000000;446150000;573360000;466020000;1055900000;169460000;1304600000;3302500;779740000;199200000
P59768;P59768;3;3;3;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2;GNG2;>sp|P59768|GBG2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Homo sapiens GN=GNG2 PE=1 SV=2;1;3;3;3;2;2;0;0;1;2;2;1;1;2;2;2;2;0;0;1;2;2;1;1;2;2;2;2;0;0;1;2;2;1;1;2;2;59.2;59.2;59.2;7.8501;71;71;1;16;0;8391;39.4;42.3;0;0;22.5;39.4;39.4;22.5;22.5;39.4;39.4;8904700;943140;1330800;0;0;117680;636140;2623000;416530;405480;1916900;515070
P59998;P59998;8;8;8;Actin-related protein 2/3 complex subunit 4;ARPC4;>sp|P59998|ARPC4_HUMAN Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens GN=ARPC4 PE=1 SV=3;1;8;8;8;6;7;5;7;7;7;7;7;6;5;6;6;7;5;7;7;7;7;7;6;5;6;6;7;5;7;7;7;7;7;6;5;6;48.2;48.2;48.2;19667;168;168;1;128;0;127.46;41.1;46.4;29.8;46.4;46.4;42.9;46.4;46.4;41.1;29.8;41.1;931540000;81664000;124510000;17378000;159040000;40678000;72926000;62696000;86555000;31750000;151470000;102870000
P60033;P60033;3;3;3;CD81 antigen;CD81;>sp|P60033|CD81_HUMAN CD81 antigen OS=Homo sapiens GN=CD81 PE=1 SV=1;1;3;3;3;1;3;1;3;3;3;3;3;3;1;2;1;3;1;3;3;3;3;3;3;1;2;1;3;1;3;3;3;3;3;3;1;2;25;25;25;25809;236;236;1;38;0;71445;8.5;25;6.8;25;25;25;25;25;25;8.5;15.3;130180000;1481000;15499000;806060;63176000;3212500;9400300;17487000;11414000;5311200;747470;1642000
P60059;P60059;2;2;2;Protein transport protein Sec61 subunit gamma;SEC61G;>sp|P60059|SC61G_HUMAN Protein transport protein Sec61 subunit gamma OS=Homo sapiens GN=SEC61G PE=1 SV=1;1;2;2;2;1;1;0;2;0;1;1;1;1;1;1;1;1;0;2;0;1;1;1;1;1;1;1;1;0;2;0;1;1;1;1;1;1;36.8;36.8;36.8;7.7412;68;68;1;13;0.00021231;4.1512;17.6;17.6;0;36.8;0;17.6;17.6;17.6;17.6;17.6;19.1;41349000;1497800;19796000;0;7025500;0;1286300;1524400;3328600;5436800;975920;477570
P60174;P60174;20;20;20;Triosephosphate isomerase;TPI1;>sp|P60174|TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3;1;20;20;20;13;13;8;13;15;19;15;18;17;12;13;13;13;8;13;15;19;15;18;17;12;13;13;13;8;13;15;19;15;18;17;12;13;76.6;76.6;76.6;30791;286;286;1;426;0;225.08;63.3;62.9;31.8;62.9;67.1;76.2;68.9;75.5;72;58;61.9;1606500000;76841000;59360000;8235800;113460000;114050000;211190000;142310000;431270000;174690000;179180000;95902000
P60228;P60228;20;20;20;Eukaryotic translation initiation factor 3 subunit E;EIF3E;>sp|P60228|EIF3E_HUMAN Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens GN=EIF3E PE=1 SV=1;1;20;20;20;10;13;6;15;10;7;10;15;14;9;10;10;13;6;15;10;7;10;15;14;9;10;10;13;6;15;10;7;10;15;14;9;10;48.3;48.3;48.3;52.22;445;445;1;156;0;88607;27.6;33.7;12.4;39.6;23.4;18.9;26.5;39.8;38.7;23.6;24.3;212290000;13075000;18893000;1667000;62306000;6686100;3524100;6593800;46046000;8839100;18612000;26048000
P60468;P60468;3;3;3;Protein transport protein Sec61 subunit beta;SEC61B;>sp|P60468|SC61B_HUMAN Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2;1;3;3;3;3;3;1;3;2;3;3;3;2;2;3;3;3;1;3;2;3;3;3;2;2;3;3;3;1;3;2;3;3;3;2;2;3;37.5;37.5;37.5;9.9743;96;96;1;52;0;24876;37.5;37.5;10.4;37.5;26;37.5;37.5;37.5;21.9;26;37.5;167950000;4115300;30375000;1961400;65323000;4921500;12662000;7121400;13152000;432960;7318600;20571000
P60484;P60484;3;3;3;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN;PTEN;>sp|P60484|PTEN_HUMAN Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN OS=Homo sapiens GN=PTEN PE=1 SV=1;1;3;3;3;1;2;0;0;1;0;0;1;0;0;0;1;2;0;0;1;0;0;1;0;0;0;1;2;0;0;1;0;0;1;0;0;0;10.9;10.9;10.9;47166;403;403;1;5;0;5.6936;3;7.9;0;0;2.5;0;0;3;0;0;0;1237300;441940;665790;0;0;0;0;0;129520;0;0;0
P60510;P60510;7;5;5;Serine/threonine-protein phosphatase 4 catalytic subunit;PPP4C;>sp|P60510|PP4C_HUMAN Serine/threonine-protein phosphatase 4 catalytic subunit OS=Homo sapiens GN=PPP4C PE=1 SV=1;1;7;5;5;4;5;1;4;3;2;2;4;5;2;2;3;3;1;2;2;2;2;3;3;1;2;3;3;1;2;2;2;2;3;3;1;2;29.6;24.8;24.8;35.08;307;307;1;25;0;53486;20.5;20.8;6.2;17.3;14.3;10.7;12.4;20.5;20.8;8.8;9.8;17381000;1808400;1555600;118180;4646200;350790;732350;1301000;4471700;992160;1045000;360170
P60602;P60602;1;1;1;Reactive oxygen species modulator 1;ROMO1;>sp|P60602|ROMO1_HUMAN Reactive oxygen species modulator 1 OS=Homo sapiens GN=ROMO1 PE=1 SV=1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;21.5;21.5;21.5;8.1828;79;79;1;7;0;10435;21.5;0;0;0;0;21.5;21.5;0;21.5;0;0;3311900;2290600;0;0;0;0;331440;504020;0;185810;0;0
P60604;P60604;4;4;4;Ubiquitin-conjugating enzyme E2 G2;UBE2G2;>sp|P60604|UB2G2_HUMAN Ubiquitin-conjugating enzyme E2 G2 OS=Homo sapiens GN=UBE2G2 PE=1 SV=1;1;4;4;4;1;3;0;0;0;2;0;0;1;0;0;1;3;0;0;0;2;0;0;1;0;0;1;3;0;0;0;2;0;0;1;0;0;42.4;42.4;42.4;18566;165;165;1;7;0;15.17;14.5;27.9;0;0;0;22.4;0;0;9.1;0;0;3557000;438530;2406700;0;0;0;476700;0;0;235080;0;0
"P60660;P05976;P08590;P14649";P60660;"14;2;2;2";"14;2;2;2";"14;2;2;2";Myosin light polypeptide 6;MYL6;>sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2;4;14;14;14;8;10;8;8;8;13;9;9;8;7;8;8;10;8;8;8;13;9;9;8;7;8;8;10;8;8;8;13;9;9;8;7;8;69.5;69.5;69.5;16.93;151;"151;194;195;208";1;435;0;323.31;66.2;66.2;55.6;55.6;55.6;69.5;66.2;66.2;55.6;55.6;55.6;3560800000;158620000;608390000;124050000;449420000;145670000;318420000;406430000;544470000;233460000;280520000;291380000
P60709;P60709;36;1;1;"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed";ACTB;>sp|P60709|ACTB_HUMAN Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1;1;36;1;1;22;29;23;22;21;34;22;27;24;23;20;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;83.2;4.5;4.5;41736;375;375;1;108;0;72041;71.2;79.7;65.1;71.2;66.1;82.9;71.2;78.7;77.6;76.5;63.2;354850000;30382000;88225000;2617700;41546000;3034900;82116000;32784000;39356000;15401000;15170000;4218000
P60842;P60842;27;27;13;Eukaryotic initiation factor 4A-I;EIF4A1;>sp|P60842|IF4A1_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1;1;27;27;13;22;21;12;25;15;16;18;23;21;16;17;22;21;12;25;15;16;18;23;21;16;17;11;10;6;12;7;10;10;11;11;8;8;65.5;65.5;31.5;46153;406;406;1;524;0;190.15;57.4;55.7;40.1;62.6;36.5;47.5;53.7;58.1;56.9;38.4;41.4;2207300000;221000000;264740000;27448000;718650000;51277000;81587000;85332000;353590000;67096000;193200000;143380000
P60866;P60866;6;6;6;40S ribosomal protein S20;RPS20;>sp|P60866|RS20_HUMAN 40S ribosomal protein S20 OS=Homo sapiens GN=RPS20 PE=1 SV=1;1;6;6;6;4;5;2;4;5;5;4;4;3;3;4;4;5;2;4;5;5;4;4;3;3;4;4;5;2;4;5;5;4;4;3;3;4;31.9;31.9;31.9;13373;119;119;1;104;0;28733;28.6;29.4;22.7;28.6;31.1;31.1;28.6;28.6;22.7;22.7;28.6;595140000;55410000;62415000;5415300;130530000;29051000;48220000;28701000;84044000;11470000;76884000;63001000
P60891;P60891;11;5;3;Ribose-phosphate pyrophosphokinase 1;PRPS1;>sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens GN=PRPS1 PE=1 SV=2;1;11;5;3;8;7;2;8;7;4;6;8;5;4;1;3;2;0;4;4;2;2;2;0;1;0;2;0;0;2;2;1;1;0;0;1;0;43.7;18.6;11.9;34834;318;318;1;20;0;13539;34.3;29.2;9.1;33.6;25.2;16.4;23.3;31.8;22.6;18.6;3.8;7188300;677630;1095100;0;2869200;548900;279850;300140;996530;0;420930;0
P60900;P60900;15;15;15;Proteasome subunit alpha type-6;PSMA6;>sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens GN=PSMA6 PE=1 SV=1;1;15;15;15;10;13;3;9;7;7;7;9;7;6;3;10;13;3;9;7;7;7;9;7;6;3;10;13;3;9;7;7;7;9;7;6;3;62.6;62.6;62.6;27399;246;246;1;133;0;222.38;51.6;56.5;14.2;40.7;34.6;37;36.6;46.3;37.8;29.3;17.5;318970000;40786000;62379000;4642400;85264000;12685000;8696100;15753000;36953000;9949100;31328000;10535000
P60903;P60903;7;7;7;Protein S100-A10;S100A10;>sp|P60903|S10AA_HUMAN Protein S100-A10 OS=Homo sapiens GN=S100A10 PE=1 SV=2;1;7;7;7;4;5;2;3;2;4;3;4;3;2;4;4;5;2;3;2;4;3;4;3;2;4;4;5;2;3;2;4;3;4;3;2;4;54.6;54.6;54.6;11203;97;97;1;123;0;57594;45.4;50.5;27.8;45.4;27.8;37.1;45.4;45.4;35.1;27.8;27.8;702600000;46053000;208800000;26592000;120320000;17167000;11119000;34082000;113460000;23094000;44156000;57765000
"P60953;Q9H4E5";P60953;"10;1";"9;0";"9;0";Cell division control protein 42 homolog;CDC42;>sp|P60953|CDC42_HUMAN Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2;2;10;9;9;5;4;4;6;5;9;8;7;5;5;6;4;3;3;5;4;8;7;6;5;4;5;4;3;3;5;4;8;7;6;5;4;5;50.3;44.5;44.5;21258;191;"191;214";1;104;0;81214;32.5;25.7;26.7;37.2;32.5;44.5;48.2;44;31.4;30.9;36.6;344540000;29653000;17256000;559600;9559800;21428000;27832000;28936000;75465000;38723000;75084000;20039000
P60981;P60981;14;12;12;Destrin;DSTN;>sp|P60981|DEST_HUMAN Destrin OS=Homo sapiens GN=DSTN PE=1 SV=3;1;14;12;12;7;12;5;8;6;8;8;11;7;3;3;6;10;4;7;5;6;7;9;7;3;3;6;10;4;7;5;6;7;9;7;3;3;77.6;70.9;70.9;18506;165;165;1;94;0;75222;51.5;67.9;33.9;61.2;38.8;52.7;50.3;59.4;54.5;23.6;21.8;271870000;21219000;39335000;9310500;36210000;14323000;25347000;26045000;34527000;14603000;26191000;24761000
P60983;P60983;8;6;6;Glia maturation factor beta;GMFB;>sp|P60983|GMFB_HUMAN Glia maturation factor beta OS=Homo sapiens GN=GMFB PE=1 SV=2;1;8;6;6;5;4;1;3;2;2;2;3;4;3;3;3;3;0;3;2;2;2;2;3;2;2;3;3;0;3;2;2;2;2;3;2;2;73.9;48.6;48.6;16713;142;142;1;25;0;197.23;59.9;41.5;6.3;31;19;12.7;19;25.4;47.9;24.6;25.4;41703000;7316300;11473000;0;3968100;2243900;1222300;1113600;2873100;1918400;8453000;1121700
P61006;P61006;12;8;4;Ras-related protein Rab-8A;RAB8A;>sp|P61006|RAB8A_HUMAN Ras-related protein Rab-8A OS=Homo sapiens GN=RAB8A PE=1 SV=1;1;12;8;4;7;9;4;7;6;5;8;7;5;7;5;4;5;2;5;3;3;6;4;3;5;3;3;3;2;4;2;3;2;3;1;3;2;50.7;35.7;17.4;23668;207;207;1;57;0;70128;29;40.1;24.2;31.9;29;24.6;43;29.5;24.6;31.9;28;120300000;10563000;17477000;129710;32671000;2838800;7199300;12341000;13890000;1611100;13545000;8031100
P61009;P61009;4;4;4;Signal peptidase complex subunit 3;SPCS3;>sp|P61009|SPCS3_HUMAN Signal peptidase complex subunit 3 OS=Homo sapiens GN=SPCS3 PE=1 SV=1;1;4;4;4;2;2;1;2;2;1;3;2;2;2;2;2;2;1;2;2;1;3;2;2;2;2;2;2;1;2;2;1;3;2;2;2;2;21.7;21.7;21.7;20313;180;180;1;28;0;21698;11.7;11.7;5;12.8;11.7;6.7;15.6;11.7;11.7;11.7;11.7;87205000;5940700;14239000;246420;8858800;2307700;855240;8903100;19221000;1905400;12636000;12091000
P61011;P61011;18;18;18;Signal recognition particle 54 kDa protein;SRP54;>sp|P61011|SRP54_HUMAN Signal recognition particle 54 kDa protein OS=Homo sapiens GN=SRP54 PE=1 SV=1;1;18;18;18;8;10;0;6;2;2;6;5;9;2;1;8;10;0;6;2;2;6;5;9;2;1;8;10;0;6;2;2;6;5;9;2;1;42.5;42.5;42.5;55704;504;504;1;54;0;172.68;21.4;23.4;0;16.7;5.6;6.3;15.3;13.3;28.2;4.6;2.8;54940000;8921700;13361000;0;18570000;224860;512900;3365500;3941300;3154500;2736900;151220
P61018;P61018;6;4;4;Ras-related protein Rab-4B;RAB4B;>sp|P61018|RAB4B_HUMAN Ras-related protein Rab-4B OS=Homo sapiens GN=RAB4B PE=1 SV=1;1;6;4;4;1;2;1;1;1;1;2;1;4;1;1;0;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;3;0;0;33.3;21.6;21.6;23586;213;213;1;4;0.0031811;2.4914;5.2;12.2;5.2;5.2;5.2;5.2;11.7;5.2;19.7;5.2;5.2;745340;0;156960;0;0;0;0;0;0;588380;0;0
P61019;P61019;15;15;7;Ras-related protein Rab-2A;RAB2A;>sp|P61019|RAB2A_HUMAN Ras-related protein Rab-2A OS=Homo sapiens GN=RAB2A PE=1 SV=1;1;15;15;7;9;12;5;11;8;8;9;7;9;4;10;9;12;5;11;8;8;9;7;9;4;10;3;5;2;5;4;4;4;3;3;2;5;75;75;39.2;23545;212;212;1;135;0;216.63;56.6;60.4;30.7;54.7;46.7;48.1;54.7;39.6;47.2;25.5;64.6;303390000;26880000;43448000;3031200;77521000;11916000;12892000;23475000;20706000;8677400;24636000;50204000
P61020;P61020;8;5;5;Ras-related protein Rab-5B;RAB5B;>sp|P61020|RAB5B_HUMAN Ras-related protein Rab-5B OS=Homo sapiens GN=RAB5B PE=1 SV=1;1;8;5;5;6;5;3;7;4;4;6;5;6;3;4;3;3;2;4;3;2;3;3;3;1;3;3;3;2;4;3;2;3;3;3;1;3;47.9;33;33;23707;215;215;1;39;0;51943;35.8;30.7;18.1;39.1;26;23.3;35.8;31.6;36.7;19.1;26;42726000;3884100;6048500;641120;10018000;1271600;2670000;4332700;4676300;1956300;443810;6784300
P61026;P61026;13;10;9;Ras-related protein Rab-10;RAB10;>sp|P61026|RAB10_HUMAN Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1;1;13;10;9;10;9;6;8;10;6;6;11;8;8;7;7;6;4;6;7;4;4;8;6;6;5;6;5;3;5;6;3;4;7;6;5;4;49;37;33.5;22541;200;200;1;92;0;58951;45;41.5;35.5;40.5;40;32;33.5;45.5;37.5;35.5;35.5;223530000;20583000;26022000;2915000;62689000;9744900;16646000;8914100;26421000;6326800;28900000;14371000
P61077;P61077;4;4;1;Ubiquitin-conjugating enzyme E2 D3;UBE2D3;>sp|P61077|UB2D3_HUMAN Ubiquitin-conjugating enzyme E2 D3 OS=Homo sapiens GN=UBE2D3 PE=1 SV=1;1;4;4;1;2;2;2;2;2;4;1;2;2;1;2;2;2;2;2;2;4;1;2;2;1;2;0;1;1;0;0;1;0;0;0;0;1;42.9;42.9;6.8;16687;147;147;1;35;0;23918;23.8;14.3;14.3;23.8;23.8;42.9;7.5;23.8;23.8;7.5;14.3;140450000;13817000;23016000;1695700;28262000;6110600;5055300;3041700;21032000;9822900;12659000;15934000
P61081;P61081;9;9;9;NEDD8-conjugating enzyme Ubc12;UBE2M;>sp|P61081|UBC12_HUMAN NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens GN=UBE2M PE=1 SV=1;1;9;9;9;5;5;1;6;6;3;2;6;4;3;4;5;5;1;6;6;3;2;6;4;3;4;5;5;1;6;6;3;2;6;4;3;4;47;47;47;20.9;183;183;1;56;0;105.56;29;30.1;6;36.1;35.5;19.7;14.8;36.1;24;15.3;20.8;88623000;7518700;15829000;129670;20616000;4249100;2830800;741890;16625000;3304100;8067900;8711200
P61086;P61086;11;11;11;Ubiquitin-conjugating enzyme E2 K;UBE2K;>sp|P61086|UBE2K_HUMAN Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens GN=UBE2K PE=1 SV=3;1;11;11;11;5;6;2;7;4;7;6;4;7;6;6;5;6;2;7;4;7;6;4;7;6;6;5;6;2;7;4;7;6;4;7;6;6;57.5;57.5;57.5;22406;200;200;1;74;0;65763;32.5;36.5;14;46;25.5;43;38;23;40;38.5;36.5;111800000;6405700;11090000;1273400;30280000;1724000;4499600;9459300;16615000;3002400;12580000;14868000
"P61088;Q5JXB2";"P61088;Q5JXB2";"12;6";"12;6";"12;6";"Ubiquitin-conjugating enzyme E2 N;Putative ubiquitin-conjugating enzyme E2 N-like";"UBE2N;UBE2NL";">sp|P61088|UBE2N_HUMAN Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens GN=UBE2N PE=1 SV=1;>sp|Q5JXB2|UE2NL_HUMAN Putative ubiquitin-conjugating enzyme E2 N-like OS=Homo sapiens GN=UBE2NL PE=1 SV=1";2;12;12;12;8;9;8;6;8;9;8;9;8;6;7;8;9;8;6;8;9;8;9;8;6;7;8;9;8;6;8;9;8;9;8;6;7;61.2;61.2;61.2;17138;152;"152;153";1;192;0;74162;53.3;53.3;48;48;40.1;61.2;53.3;53.3;48;46.1;40.1;635180000;54839000;135130000;11353000;105660000;31947000;21222000;26364000;114000000;47775000;33881000;53009000
"P61106;Q96DA2;Q14964;Q9H082";P61106;"16;2;2;2";"15;1;1;1";"14;0;0;0";Ras-related protein Rab-14;RAB14;>sp|P61106|RAB14_HUMAN Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4;4;16;15;14;14;13;6;13;13;11;13;15;14;7;10;13;12;5;12;12;10;12;14;13;6;9;12;11;5;12;11;10;12;13;13;6;9;84.7;84.7;78.6;23897;215;"215;213;217;229";1;192;0;154.09;78.6;73;42.3;70.2;71.2;62.3;73.5;78.6;79.5;47.4;60;322400000;29693000;50198000;5146300;56143000;13865000;18073000;29069000;43888000;13345000;27862000;35120000
"P61158;Q9P1U1;Q9C0K3";P61158;"23;4;2";"23;4;2";"23;4;2";Actin-related protein 3;ACTR3;>sp|P61158|ARP3_HUMAN Actin-related protein 3 OS=Homo sapiens GN=ACTR3 PE=1 SV=3;3;23;23;23;16;19;15;17;13;18;17;18;16;16;13;16;19;15;17;13;18;17;18;16;16;13;16;19;15;17;13;18;17;18;16;16;13;66;66;66;47371;418;"418;418;210";1;379;0;218.48;55;56.7;49.8;57.7;37.6;51.4;57.2;55.5;55.3;49.5;43.8;1496100000;126360000;234680000;29642000;306550000;35975000;127270000;74962000;241190000;93730000;174800000;50960000
P61160;P61160;19;19;19;Actin-related protein 2;ACTR2;>sp|P61160|ARP2_HUMAN Actin-related protein 2 OS=Homo sapiens GN=ACTR2 PE=1 SV=1;1;19;19;19;11;15;9;12;8;14;11;11;10;9;7;11;15;9;12;8;14;11;11;10;9;7;11;15;9;12;8;14;11;11;10;9;7;52.5;52.5;52.5;44.76;394;394;1;245;0;177.47;35.3;42.4;31.2;35.3;23.9;41.6;36;35.8;35.5;28.4;19.5;587060000;47082000;129570000;8403000;118260000;15090000;36461000;47180000;106520000;28046000;20270000;30182000
